#run_id,world_size,num_frames,sampling_steps,colors,frames,height,width,txt_enc,img_enc,vae_enc,sched_setup,dit,sched,vae_dec,total
0,16,41,1,3,41,544,720,0.220,0.023,0.780,0.157,1.156,0.174,1.078,3.689
0,16,41,2,3,41,544,720,0.218,0.022,0.781,0.156,2.305,0.191,1.078,4.852
0,16,41,4,3,41,544,720,0.221,0.023,0.780,0.157,4.597,0.224,1.079,7.182
0,16,41,5,3,41,544,720,0.222,0.023,0.774,0.156,5.754,0.239,1.078,8.348
0,16,41,20,3,41,544,720,0.220,0.023,0.782,0.157,23.096,0.496,1.078,25.953
0,16,41,50,3,41,544,720,0.220,0.023,0.780,0.157,57.689,1.010,1.078,61.060
0,16,41,10,3,41,544,720,0.221,0.023,0.780,0.157,11.637,0.325,1.078,14.321
0,16,61,10,3,61,544,720,0.221,0.023,1.234,0.156,13.280,0.375,1.723,17.112
0,16,61,1,3,61,544,720,0.221,0.022,1.232,0.157,1.328,0.179,1.721,4.960
0,16,61,2,3,61,544,720,0.218,0.022,1.232,0.157,2.660,0.199,1.722,6.309
0,16,61,4,3,61,544,720,0.220,0.023,1.232,0.157,5.308,0.244,1.722,9.004
0,16,61,5,3,61,544,720,0.221,0.023,1.234,0.157,6.634,0.266,1.722,10.358
0,16,61,20,3,61,544,720,0.221,0.025,1.232,0.157,26.417,0.590,1.722,30.465
0,16,61,50,3,61,544,720,0.221,0.023,1.231,0.157,66.411,1.254,1.722,71.121
0,16,61,10,3,61,544,720,0.221,0.022,1.231,0.157,13.274,0.377,1.721,17.103
0,16,81,10,3,81,544,720,0.224,0.023,1.681,0.157,16.513,0.450,2.365,21.514
0,16,81,1,3,81,544,720,0.225,0.023,1.685,0.157,1.654,0.186,2.366,6.397
0,16,81,2,3,81,544,720,0.222,0.023,1.684,0.157,3.314,0.214,2.367,8.083
0,16,81,4,3,81,544,720,0.221,0.024,1.682,0.156,6.608,0.272,2.366,11.432
0,16,81,5,3,81,544,720,0.222,0.024,1.682,0.157,8.259,0.304,2.366,13.114
0,16,81,20,3,81,544,720,0.220,0.023,1.683,0.157,33.146,0.742,2.366,38.438
0,16,81,50,3,81,544,720,0.222,0.023,1.683,0.157,82.922,1.622,2.366,89.097
0,16,81,10,3,81,544,720,0.222,0.023,1.681,0.157,16.527,0.449,2.366,21.525
1,16,81,10,3,81,544,720,0.220,0.022,1.681,0.157,16.523,0.449,2.366,21.519
1,16,81,1,3,81,544,720,0.222,0.023,1.681,0.157,1.657,0.187,2.365,6.391
1,16,81,2,3,81,544,720,0.218,0.021,1.682,0.157,3.314,0.215,2.366,8.073
1,16,81,4,3,81,544,720,0.221,0.023,1.685,0.157,6.701,0.274,2.367,11.528
1,16,81,5,3,81,544,720,0.220,0.023,1.685,0.156,8.231,0.302,2.366,13.086
1,16,81,20,3,81,544,720,0.222,0.024,1.686,0.156,33.107,0.741,2.367,38.407
1,16,81,50,3,81,544,720,0.221,0.023,1.666,0.157,82.852,1.678,2.366,89.064
1,16,81,10,3,81,544,720,0.221,0.023,1.682,0.157,16.529,0.452,2.366,21.531
1,16,5,10,3,5,544,720,0.220,0.022,0.032,0.093,8.576,0.185,0.014,9.214
1,16,5,1,3,5,544,720,0.220,0.022,0.030,0.093,0.859,0.102,0.014,1.409
1,16,5,2,3,5,544,720,0.221,0.021,0.029,0.093,1.717,0.110,0.015,2.277
1,16,5,4,3,5,544,720,0.220,0.022,0.029,0.093,3.440,0.129,0.015,4.018
1,16,5,5,3,5,544,720,0.220,0.022,0.030,0.092,4.303,0.138,0.015,4.891
1,16,5,20,3,5,544,720,0.219,0.022,0.031,0.093,17.194,0.269,0.015,17.914
1,16,5,50,3,5,544,720,0.266,0.022,0.029,0.092,43.061,0.548,0.015,44.105
1,16,5,10,3,5,544,720,0.219,0.023,0.032,0.092,8.584,0.183,0.014,9.220
1,16,9,10,3,9,544,720,0.220,0.023,0.060,0.155,8.943,0.250,0.054,9.803
1,16,9,1,3,9,544,720,0.221,0.023,0.061,0.156,0.890,0.165,0.053,1.665
1,16,9,2,3,9,544,720,0.219,0.022,0.060,0.155,1.789,0.175,0.053,2.571
1,16,9,4,3,9,544,720,0.220,0.022,0.060,0.156,3.574,0.194,0.053,4.376
1,16,9,5,3,9,544,720,0.221,0.022,0.060,0.155,4.466,0.203,0.053,5.278
1,16,9,20,3,9,544,720,0.223,0.023,0.060,0.155,17.934,0.349,0.054,18.896
1,16,9,50,3,9,544,720,0.221,0.022,0.059,0.156,44.837,0.646,0.053,46.093
1,16,9,10,3,9,544,720,0.221,0.022,0.058,0.156,8.972,0.255,0.053,9.835
1,16,21,10,3,21,544,720,0.222,0.023,0.330,0.157,9.900,0.273,0.436,11.440
1,16,21,1,3,21,544,720,0.223,0.023,0.326,0.157,0.991,0.169,0.435,2.423
1,16,21,2,3,21,544,720,0.221,0.023,0.326,0.157,1.979,0.180,0.435,3.420
1,16,21,4,3,21,544,720,0.221,0.022,0.329,0.157,3.961,0.203,0.436,5.429
1,16,21,5,3,21,544,720,0.221,0.023,0.327,0.157,5.007,0.217,0.435,6.486
1,16,21,20,3,21,544,720,0.219,0.022,0.331,0.157,19.853,0.400,0.436,21.516
1,16,21,50,3,21,544,720,0.220,0.023,0.330,0.157,49.418,0.767,0.436,51.453
1,16,21,10,3,21,544,720,0.223,0.022,0.329,0.157,9.878,0.280,0.436,11.425
1,16,41,10,3,41,544,720,0.221,0.022,0.781,0.157,11.586,0.327,1.078,14.272
1,16,41,1,3,41,544,720,0.221,0.022,0.773,0.157,1.151,0.174,1.078,3.675
1,16,41,2,3,41,544,720,0.222,0.021,0.779,0.157,2.297,0.191,1.078,4.845
1,16,41,4,3,41,544,720,0.222,0.025,0.781,0.156,4.614,0.223,1.079,7.203
1,16,41,5,3,41,544,720,0.221,0.024,0.781,0.157,5.759,0.239,1.079,8.363
1,16,41,20,3,41,544,720,0.223,0.024,0.780,0.157,23.069,0.496,1.078,25.929
1,16,41,50,3,41,544,720,0.221,0.023,0.772,0.157,57.591,1.000,1.078,60.945
1,16,41,10,3,41,544,720,0.221,0.023,0.774,0.157,11.500,0.326,1.078,14.179
1,16,61,10,3,61,544,720,0.220,0.023,1.231,0.157,13.338,0.374,1.722,17.167
1,16,61,1,3,61,544,720,0.223,0.024,1.232,0.157,1.323,0.178,1.722,4.961
1,16,61,2,3,61,544,720,0.223,0.024,1.233,0.157,2.650,0.201,1.721,6.309
1,16,61,4,3,61,544,720,0.222,0.023,1.233,0.157,5.308,0.243,1.722,9.011
1,16,61,5,3,61,544,720,0.219,0.023,1.219,0.158,6.643,0.264,1.722,10.348
1,16,61,20,3,61,544,720,0.262,0.024,1.233,0.157,26.510,0.592,1.722,30.602
1,16,61,50,3,61,544,720,0.221,0.024,1.234,0.157,66.120,1.251,1.722,70.830
1,16,61,10,3,61,544,720,0.221,0.023,1.231,0.157,13.306,0.375,1.722,17.136
1,16,81,10,3,81,544,720,0.220,0.022,1.684,0.157,16.526,0.451,2.366,21.527
1,16,81,1,3,81,544,720,0.221,0.023,1.685,0.157,1.657,0.186,2.367,6.396
1,16,81,2,3,81,544,720,0.219,0.022,1.668,0.158,3.384,0.215,2.366,8.132
1,16,81,4,3,81,544,720,0.219,0.022,1.684,0.157,6.625,0.273,2.366,11.448
1,16,81,5,3,81,544,720,0.223,0.023,1.689,0.157,8.235,0.304,2.368,13.101
1,16,81,20,3,81,544,720,0.220,0.024,1.685,0.156,33.176,0.742,2.366,38.473
1,16,81,50,3,81,544,720,0.222,0.022,1.667,0.157,82.718,1.628,2.365,88.882
1,16,81,10,3,81,544,720,0.222,0.023,1.684,0.157,16.601,0.448,2.366,21.604
2,16,81,10,3,81,544,720,0.227,0.027,1.695,0.156,16.520,0.448,2.366,21.544
2,16,81,1,3,81,544,720,0.221,0.024,1.683,0.156,1.703,0.183,2.367,6.442
2,16,81,2,3,81,544,720,0.228,0.026,1.683,0.156,3.316,0.214,2.366,8.094
2,16,81,4,3,81,544,720,0.221,0.024,1.686,0.157,6.634,0.273,2.366,11.463
2,16,81,5,3,81,544,720,0.224,0.023,1.679,0.157,8.251,0.302,2.366,13.103
2,16,81,20,3,81,544,720,0.221,0.023,1.680,0.157,33.128,0.745,2.367,38.424
2,16,81,50,3,81,544,720,0.221,0.023,1.685,0.156,82.716,1.622,2.366,88.894
2,16,81,10,3,81,544,720,0.223,0.023,1.684,0.157,16.527,0.449,2.366,21.531
2,16,5,10,3,5,544,720,0.221,0.023,0.032,0.092,8.593,0.179,0.015,9.227
2,16,5,1,3,5,544,720,0.220,0.023,0.030,0.093,0.861,0.102,0.014,1.414
2,16,5,2,3,5,544,720,0.220,0.023,0.030,0.093,1.714,0.110,0.014,2.275
2,16,5,4,3,5,544,720,0.219,0.022,0.030,0.093,3.419,0.131,0.015,3.999
2,16,5,5,3,5,544,720,0.220,0.023,0.031,0.093,4.312,0.138,0.016,4.902
2,16,5,20,3,5,544,720,0.222,0.023,0.031,0.092,17.189,0.275,0.015,17.919
2,16,5,50,3,5,544,720,0.219,0.023,0.031,0.093,42.897,0.554,0.015,43.904
2,16,5,10,3,5,544,720,0.221,0.023,0.031,0.093,8.570,0.185,0.015,9.208
2,16,9,10,3,9,544,720,0.220,0.023,0.059,0.155,9.013,0.250,0.053,9.871
2,16,9,1,3,9,544,720,0.220,0.023,0.060,0.155,0.928,0.165,0.053,1.702
2,16,9,2,3,9,544,720,0.221,0.022,0.061,0.155,1.787,0.173,0.054,2.571
2,16,9,4,3,9,544,720,0.221,0.024,0.060,0.155,3.610,0.194,0.053,4.415
2,16,9,5,3,9,544,720,0.220,0.022,0.060,0.155,4.460,0.204,0.054,5.272
2,16,9,20,3,9,544,720,0.220,0.022,0.060,0.156,17.968,0.352,0.053,18.929
2,16,9,50,3,9,544,720,0.221,0.023,0.060,0.155,44.775,0.646,0.054,46.034
2,16,9,10,3,9,544,720,0.485,0.023,0.060,0.155,8.959,0.251,0.054,10.084
2,16,21,10,3,21,544,720,0.219,0.023,0.329,0.157,10.035,0.281,0.436,11.581
2,16,21,1,3,21,544,720,0.221,0.024,0.329,0.157,0.982,0.169,0.436,2.418
2,16,21,2,3,21,544,720,0.221,0.023,0.330,0.157,1.977,0.180,0.436,3.423
2,16,21,4,3,21,544,720,0.222,0.023,0.329,0.157,3.951,0.205,0.436,5.424
2,16,21,5,3,21,544,720,0.224,0.024,0.330,0.157,4.930,0.215,0.436,6.415
2,16,21,20,3,21,544,720,0.220,0.023,0.330,0.157,19.783,0.399,0.436,21.449
