num_a100,num_h100,ttff_s,tbf_s,cost,quality
32,160,4.9127820656225145,0.0011650328940355052,3.9416448724389013,low
32,256,4.906103912823254,0.0008168554132301834,4.770986912655921,low
32,512,4.781732445649925,0.0005510422903453861,7.191291035247237,low
32,768,4.725491006933728,0.0004708255604508744,9.722688342427608,low
32,1024,4.693438012205695,0.00044861877772919617,12.538923094878347,low
32,1536,4.373554363089958,0.00043696805407079014,17.92734881948189,low
40,0,10.269289840420283,0.00984076891384518,1.7272729343562498,low
41,8,5.505653152275618,0.016383690390426496,4.868711991906235,low
41,16,5.501745560860673,0.00763233206706484,3.317235820499805,low
41,32,5.21164091006433,0.004455364511115863,3.184836443140239,low
41,40,5.202266972981225,0.003517245331552142,3.045225297247011,low
41,64,5.188220781985638,0.002392711278397438,3.1869208026175575,low
40,80,5.02603841124068,0.00199330400247456,3.2841796215444417,low
40,96,5.022501050059445,0.0017063248630322502,3.393669712348875,low
40,108,5.019726654111354,0.0015563143283322117,3.5019562807027667,low
40,128,5.016847878897854,0.001353786271403383,3.660767225199611,low
40,160,4.912640728404932,0.0011469341687999162,3.9438783071488985,low
40,256,4.905705947721988,0.0008118808494643656,4.78881147020162,low
40,512,4.781647341288361,0.000549978485825836,7.212048899907542,low
40,768,4.725460328591551,0.000470442081173666,9.744671667480608,low
40,1024,4.693415868978035,0.0004483419873834489,12.560294403335007,low
40,1536,4.3735440371221666,0.0004368389794734091,17.94891947574296,low
64,0,9.068197132452575,0.0059725613128244846,1.7312455116180059,low
65,8,5.239632697730163,0.015950130139157567,6.335732449802133,low
65,16,5.236305470993998,0.007284639091518761,3.9159676824174463,low
65,32,5.203146169181412,0.004243815089182191,3.4975415799041665,low
65,40,5.1927449209582415,0.003316897160265761,3.2497659558958008,low
65,64,5.028051607042627,0.0022823715887388355,3.3058269153590376,low
64,80,5.020692450213657,0.0018960544755944558,3.369663543407463,low
64,96,5.017738815319613,0.0016283980254040214,3.460655012182822,low
64,108,5.015434834563189,0.0014931861846264284,3.568289415324696,low
64,128,4.913720440962474,0.0013120720901248525,3.7194158416809047,low
64,160,4.910031516114534,0.0011143190151699503,4.001993835827991,low
64,256,4.904743844106132,0.0007998545542661629,4.852545489231739,low
64,512,4.781423002328841,0.0005471742488318384,7.277067637756595,low
64,768,4.7253777511120205,0.00046940986267952786,9.811904269253764,low
64,1024,4.693356220524693,0.0004475963817166761,12.625662502520166,low
64,1536,4.37351648166207,0.00043649453622219425,18.014606974344602,low
80,0,9.043205863586305,0.004698820075239352,1.747928633479581,low
82,8,5.237026074713291,0.007315297158317047,3.5195100867658464,low
81,16,5.23136635514221,0.007157712762467409,4.34284118936219,low
81,32,5.043437309223636,0.004169513987335685,3.728552321647675,low
81,40,5.0332985510036945,0.0032458771834596245,3.4128072874014577,low
81,64,5.025341507312807,0.0022280634491074606,3.4070735159711822,low
80,80,5.017721961721299,0.0018589233694399712,3.4591770669162734,low
80,96,4.91583861219326,0.0016046454863246021,3.5346195574900343,low
80,108,4.913862646850055,0.001473533838212264,3.6358606164182197,low
80,128,4.911985986104539,0.0012903914044006543,3.778405804835379,low
80,160,4.9088576228831675,0.0010996453497778738,4.056964562963533,low
80,256,4.860731284710232,0.0007965725618173962,4.900423236166932,low
80,512,4.7812903700281515,0.0005455163450732153,7.321849732478006,low
80,768,4.725326518299826,0.0004687694525270994,9.85719511498618,low
80,1024,4.693318784151062,0.0004471284270462826,12.669629821623666,low
80,1536,4.373498808024378,0.0004362736157510462,18.058570460756325,low
96,0,8.410461413779355,0.0039214672144155535,1.7751440268599998,low
98,8,5.237026074713291,0.004994055042710645,2.808853816345118,low
97,16,5.071703519322925,0.007081853792905135,4.778622024689312,low
97,32,5.04037965700545,0.004107439581892375,3.9693217792256656,low
97,40,5.03093666346535,0.0031854831004067244,3.5873584207302986,low
97,64,5.023709703165032,0.0021863990035876787,3.5187454276541827,low
96,80,4.916168593765038,0.001839506269986713,3.5608753377768956,low
96,96,4.914012836183532,0.0015818232862030044,3.6198614519128705,low
96,108,4.912309249656895,0.0014541163732977522,3.7153289716902376,low
96,128,4.911633528909425,0.0012733120941825272,3.8456348503372553,low
96,160,4.908322708319063,0.0010871862166846762,4.1164509436870995,low
96,256,4.860272690032104,0.0007908401283407966,4.950584386162352,low
96,512,4.781169896160083,0.0005440104217223678,7.367676161737837,low
96,768,4.725278515688194,0.000468169419881695,9.902896855462687,low
96,1024,4.693283468545233,0.0004466869819734168,12.713965516333468,low
96,1536,4.37348195516179,0.00043606295496869746,18.102752438936893,low
108,0,8.397989545764725,0.0034397666774454282,1.7844899863661436,low
110,8,5.237026074713291,0.0041872061789971875,2.6108508605256033,low
109,16,5.069204171653897,0.007032398534490151,5.10899799779627,low
109,32,5.038981450984955,0.004070421375005839,4.153551975399562,low
109,40,5.029120887768362,0.0031502620086716294,3.7237489800374006,low
109,64,5.022703734018301,0.0021607754805192062,3.6069730286197625,low
108,80,4.914972871856883,0.001824559746134779,3.6433323768339605,low
108,96,4.912984451933671,0.0015689684830797422,3.690035485019708,low
108,108,4.912564655647979,0.0014392232728442265,3.772782317737827,low
108,128,4.910719198451194,0.0012618829634546502,3.897799425772427,low
108,160,4.907713626546564,0.0010795726945284404,4.164967155255754,low
108,256,4.85997545322105,0.0007871246682026279,4.990279179616283,low
108,512,4.78108582678512,0.0005429595545353315,7.402572573481473,low
108,768,4.7252439442634175,0.000467737277071997,9.937341552138948,low
108,1024,4.693257818369625,0.00044636635477832414,12.747349309645898,low
108,1536,4.373469494770879,0.00043590720008231007,18.135924938663816,low
128,0,8.386944962545513,0.002851944963157202,1.8077057403397934,low
130,8,5.237026074713291,0.003466922071916955,2.5131388214134054,low
129,16,5.066885319835707,0.006969673804830263,5.664137754812742,low
129,32,5.036816558002798,0.004023520980407979,4.467597395003439,low
129,40,5.027066239881445,0.0031047396777642775,3.958488286884921,low
129,64,4.920640448644438,0.0021349844133459134,3.7629137506031003,low
128,80,4.914885315838149,0.001796751172780046,3.7726613354541363,low
128,96,4.912760589369005,0.0015442332734908343,3.7977877763042436,low
128,108,4.9110950949444145,0.0014208537640496616,3.879072344365345,low
128,128,4.90954674270093,0.001247227266576337,3.9932328776765935,low
128,160,4.906896538714002,0.001069359096621404,4.251580770690726,low
128,256,4.859551577772274,0.0007818262250929329,5.059629277675092,low
128,512,4.780957447648111,0.0005413548153227171,7.461740778080883,low
128,768,4.725189697617389,0.0004670591939966332,9.995177117905518,low
128,1024,4.693217305473551,0.0004458599435773944,12.803375929295946,low
128,1536,4.373449602312037,0.0004356585443467753,18.191443597651993,low
160,0,8.126356442736885,0.0022521834370574684,1.855918005471419,low
162,8,5.237026074713291,0.002883834937613911,2.5585139919088897,low
161,16,4.963337685274459,0.006915205524722363,6.565863870679765,low
161,32,4.933647073167936,0.00398390241997222,4.986426558926255,low
161,40,4.92402704406527,0.0030667497300620908,4.353620673350627,low
161,64,4.918076612264318,0.002102936458594415,4.0354647899205185,low
160,80,4.912758123024551,0.0017701612626100656,4.003558153022974,low
160,96,4.910942219345978,0.0015215036482029971,3.997398723873181,low
160,108,4.9095223943762445,0.0014011950069475422,4.065492545840989,low
160,128,4.908242392185852,0.001230922885137865,4.159741768521556,low
160,160,4.862395469433756,0.0010599707306183307,4.398510615863912,low
160,256,4.859011387023365,0.0007750738407315667,5.176735913538975,low
160,512,4.780776890212749,0.0005390978473806973,7.55852294265553,low
160,768,4.725109973082169,0.00046606263730638827,10.08858914365705,low
160,1024,4.693157113162098,0.0004451075396842254,12.89379886946881,low
160,1536,4.373419404975583,0.0004352810776411099,18.28068562076592,low
256,0,7.950646562163034,0.0013750802230735012,2.0404564997918344,low
258,8,5.072040251919746,0.0021728469480080097,2.9873842129775516,low
257,16,4.914596442692394,0.006852814992446552,9.329316250462886,low
257,32,4.885848086347019,0.003933290084710753,6.603526400617585,low
257,40,4.876339727234306,0.0030175332696750433,5.607088707745628,low
257,64,4.915805890930814,0.0020569711042103464,4.905355050400476,low
256,80,4.867137658988485,0.001731341907309158,4.740934263726035,low
256,96,4.865434930058513,0.0014859738116589382,4.635327641575958,low
256,108,4.864114769229073,0.0013690560683720099,4.658307362665316,low
256,128,4.8629509761035274,0.0012026545572290195,4.686648965793159,low
256,160,4.861495097079702,0.0010288448652714729,4.84299334472382,low
256,256,4.85798071713549,0.0007621904671331248,5.554324837235913,low
256,512,4.780367075875272,0.0005339751681622347,7.860082010833646,low
256,768,4.724912483534854,0.0004635940179649414,10.373984634011185,low
256,1024,4.693004421388393,0.0004431988925129219,13.16976260027613,low
256,1536,4.373339123247408,0.00043427755603892774,18.55101060270669,low
512,0,7.666046945070258,0.0007154938613473303,2.6604666756762345,low
514,8,4.962075911110436,0.0015653932487577626,4.27596459083596,low
513,16,4.913800244708324,0.0067621754104174375,16.64516349029059,low
513,32,4.884747458823018,0.003849918803740488,10.8658104844824,low
513,40,4.875258660063411,0.0029344064931186,8.903066406706655,low
513,64,4.869906816649389,0.0019901290991242134,7.2109261473426916,low
512,80,4.864920301595557,0.001667060537994174,6.704955262753802,low
512,96,4.86335681394122,0.001426752658834457,6.345295646159205,low
512,108,4.862159852149121,0.0013148408321291788,6.253966116076286,low
512,128,4.861622639980415,0.0011523136775321973,6.107699694842708,low
512,160,4.859762893683507,0.0009939341424334929,6.127697962220029,low
512,256,4.856824437665423,0.0007477369737572809,6.632130572635485,low
512,512,4.779766208987842,0.0005264643320693514,8.706072164891685,low
512,768,4.724572955678515,0.0004593499197607086,11.15819593626589,low
512,1024,4.692729387371032,0.0004397609672959132,13.927916260930258,low
512,1536,4.373179649121657,0.0004322841294670394,19.2856450325601,low
768,0,7.541466214048386,0.0005526779510243922,3.4523524781333883,low
770,8,4.912579054364013,0.0014584652762199002,5.927038823477964,low
769,16,4.9113358761868735,0.0067313708038993164,23.973574081268833,low
769,32,4.8828094640038335,0.0038256938685006835,15.168182653433293,low
769,40,4.873343735382548,0.0029104699346078075,12.247070980035442,low
769,64,4.868949883728482,0.0019661881436861374,9.5601497502005,low
768,80,4.864038361347875,0.0016444368548927913,8.716500737196482,low
768,96,4.862827428840884,0.00140345731459275,8.097304423301932,low
768,108,4.861608619851176,0.0012921133697936108,7.8874669153189805,low
768,128,4.860743642679565,0.0011327896592839776,7.580705979597598,low
768,160,4.8589096820963,0.0009807368758059137,7.4609690408886395,low
768,256,4.856353663206278,0.0007418522930179738,7.740463358116213,low
768,512,4.7794617845583725,0.0005226590267009818,9.577270948991726,low
768,768,4.7243728997519865,0.00045684922067910433,11.959670497726595,low
768,1024,4.692559414319737,0.000437636304154721,14.703761591220914,low
768,1536,4.3730701122501525,0.000430914918573227,20.032871278727075,low
1024,0,7.410527117565764,0.0004908846922924252,4.3052508878293585,low
1026,8,4.911856945517773,0.0013933596833396805,7.542758683380059,low
1025,16,4.9110112347384725,0.0067139286440235126,31.297120084917623,low
1025,32,4.882787239594681,0.0038065777150875046,19.444198177710415,low
1025,40,4.873321690901662,0.0028913560302979632,15.564589641202371,low
1025,64,4.868573171620685,0.0019515186990244795,11.907327180117273,low
1024,80,4.863668500304498,0.0016300196965483085,10.725230036691727,low
1024,96,4.862174106994267,0.001391404020274458,9.864063577732043,low
1024,108,4.8610400402957366,0.0012812060146738058,9.54238874747662,low
1024,128,4.860286581366225,0.001123899386247173,9.078312667126362,low
1024,160,4.85849063871208,0.0009734461934980483,8.805945222849363,low
1024,256,4.856098175828472,0.0007386587007954025,8.858383504118114,low
1024,512,4.779277814479848,0.0005203594007194245,10.458711644274015,low
1024,768,4.724241005384249,0.00045520054108237796,12.76958066227871,low
1024,1024,4.692443961528304,0.00043619314426180604,15.48878816542761,low
1024,1536,4.372990231756039,0.00042991641239680916,20.787575427132715,low
1536,0,6.116676100847298,0.00047073054607618247,5.740951951583316,low
1538,8,4.911045832162677,0.001283154422109346,10.494297145674315,low
1537,16,4.910421074617483,0.00669607380394966,45.94576134775316,low
1537,32,4.881949769853996,0.0037920297848429993,28.03617909001846,low
1537,40,4.8724895948946365,0.002876875271724206,22.242927837611457,low
1537,64,4.867836181264719,0.0019388122636492225,16.630231213253225,low
1536,80,4.863023197794619,0.0016184816307796104,14.781856876954691,low
1536,96,4.861750683852779,0.0013801148007627985,13.421466123179565,low
1536,108,4.860637658927245,0.0012702487235862142,12.870094062944702,low
1536,128,4.859730416094733,0.0011145012398484462,12.086830111657815,low
1536,160,4.858006348560878,0.0009673925666080301,11.524635735438865,low
1536,256,4.855827714896646,0.0007352779391475758,11.10493431950325,low
1536,512,4.779066352726774,0.0005177161288060029,12.234898925966615,low
1536,768,4.724077779273009,0.0004531602146918852,14.401847393343532,low
1536,1024,4.692297166597417,0.0004343582076257183,17.0730049858496,low
1536,1536,4.372881525418923,0.0004285575831828588,22.309856849112535,low
2048,0,6.069313033005168,0.0004424455461215215,7.389549534206814,low
2050,8,4.911829685373334,0.0012049987316098169,13.258246165249446,low
2049,16,4.910130753616185,0.006688874784315899,60.61150775074382,low
2049,32,4.881837102626368,0.0037845368420375853,36.63003985379615,low
2049,40,4.872377441098023,0.0028693887468064705,28.923753216837838,low
2049,64,4.8675186179886065,0.001932278241505202,21.35777884879444,low
2048,80,4.8627365271159215,0.0016123263231845723,18.841925563798352,low
2048,96,4.861339171037215,0.0013749708905682534,16.99199083422919,low
2048,108,4.860285005588262,0.0012658405568489331,16.21751666180456,low
2048,128,4.8594442369731885,0.0011109240008291442,15.116193789318485,low
2048,160,4.857796033989982,0.0009647636344718184,14.25513346808309,low
2048,256,4.8556864517603975,0.0007335121499444687,13.357238538374487,low
2048,512,4.778948314168823,0.0005162406468316127,14.01903055730986,low
2048,768,4.723980709493751,0.0004519468424511601,16.042302375866576,low
2048,1024,4.692207737040153,0.0004332403381599192,18.666881746371267,low
2048,1536,4.372811004406994,0.00042767607053375585,23.841766677357533,low
0,8,1547.0705708665837,0.1553294430216823,19.228209779094072,medium
0,16,102.74046879915556,0.050131039080907665,12.586862618935987,medium
0,32,14.157124676725648,0.022271417552571265,11.453115761750698,medium
0,40,14.071295365933373,0.017286846729058825,11.250274832546008,medium
0,64,13.072380710537235,0.0103817742511215,11.141450727942662,medium
0,80,13.027431917299554,0.008125947766126091,11.15104898071677,medium
0,96,12.5774660551411,0.006665142096851923,11.179028239053771,medium
0,108,12.55606186788506,0.005825767708149573,11.181508414184991,medium
0,128,12.536648727443032,0.004790302133904375,11.21373026981627,medium
0,160,11.95503433082419,0.0037203633502390933,11.283716914191173,medium
0,256,11.543808265804921,0.002126876818310121,11.670753393668956,medium
0,512,10.876399132852802,0.0008907902565331736,13.238770780945979,medium
0,768,10.538483197418696,0.0005458154068972602,15.498473480020884,medium
0,1024,10.451803983172029,0.00046452819461340793,19.286834397147018,medium
0,1536,9.129108902166896,0.00042690375357033863,25.768320194834057,medium
8,0,3946.6603704556856,0.32882849394772085,10.810947991972409,medium
9,8,280.7684929147247,0.06271598981819404,10.243826888427646,medium
9,16,19.80111260910247,0.037299898933334526,10.942665236657403,medium
9,32,19.47162467672565,0.0206801704998691,11.67249497937275,medium
9,40,19.369795365933374,0.017306561965187123,12.186624298611003,medium
9,64,19.28195763361416,0.011407940097219483,13.06527626738483,medium
9,80,19.226554290435217,0.009283080131597593,13.520115294296577,medium
9,96,19.21407131829899,0.007981624349115698,14.17765092332829,medium
9,108,19.194198231521426,0.007124192592715338,14.450628253586888,medium
9,128,19.17289474641547,0.0061186613153137,15.051931675619219,medium
9,160,19.153770913871885,0.005050751074640337,16.078995281339974,medium
9,256,19.12301767756963,0.0033913367188035657,18.990068912280215,medium
9,512,18.79620344269555,0.002072225689335076,27.194830206131613,medium
9,768,18.563444354207153,0.0017554361999677843,36.780015625162484,medium
9,1024,18.477451897846798,0.0016827401362923854,47.757201619619416,medium
9,1536,17.154904765899744,0.0016198937465222894,67.81767529086935,medium
16,0,876.4603776133915,0.10519365481927377,7.021389351317017,medium
18,8,62.00832848779385,0.04680352498045468,9.470396921422607,medium
17,16,17.061075138376474,0.03381327894576104,11.045154336724888,medium
17,32,15.77380268719685,0.018946462686152736,11.270025191547056,medium
17,40,15.699578915716923,0.015917923392875084,11.665008552298643,medium
17,64,14.640595234744248,0.010379977166739177,12.045596485733293,medium
17,80,13.986554290435217,0.008386870219061149,12.209622989084734,medium
17,96,13.974071318298995,0.0070854144365792545,12.510582155340154,medium
17,108,13.954198231521422,0.006227982680178896,12.519973207022057,medium
17,128,13.932894746415469,0.005222451402777256,12.695810859956989,medium
17,160,13.913770913871884,0.004154541162103893,13.05981195012663,medium
17,256,13.883017677569628,0.0024951268062671237,14.032141731128489,medium
17,512,13.556203442695551,0.0011760157767986327,17.167664516561388,medium
17,768,13.323444354207153,0.0008592262874313411,21.716533916382502,medium
17,1024,13.2374518978468,0.0007865302237559428,27.665715957013916,medium
17,1536,11.914904765899745,0.0007236838339858462,37.67013883810481,medium
32,0,71.06028429785488,0.04659348057635585,6.382528926210709,medium
34,8,17.07711260910247,0.03476215688675804,9.416453935457753,medium
33,16,17.0289109392245,0.026083640843608483,10.39192168723818,medium
33,32,14.679201877302848,0.01776395256247769,11.790964350010219,medium
33,40,14.022015655788444,0.015063105675839088,12.046490165157328,medium
33,64,13.981332361480634,0.009753914283013953,12.039130778170339,medium
33,80,13.326022843073664,0.007942727127041733,12.152227361672587,medium
33,96,13.319743908866322,0.006718821818670849,12.372744617837334,medium
33,108,13.306431273157898,0.005943395700634834,12.397661926531974,medium
33,128,13.291000923684912,0.005011278618645288,12.560975435953132,medium
33,160,13.277169284879479,0.004009520799698843,12.90089222888906,medium
33,256,12.854459591969798,0.0024506507362692313,13.775252193104672,medium
33,512,12.356257807717842,0.0011766953395772892,16.61477273092933,medium
33,768,12.12351888975806,0.0008601579818176864,20.803685595324673,medium
33,1024,12.037512349336986,0.0007872858673832765,26.404698064569175,medium
33,1536,10.714956122904292,0.000724325796542706,35.714208257156166,medium
40,0,31.49459179411356,0.036467450803123205,6.32284419988746,medium
42,8,17.01447109966851,0.03292524440771313,10.049453962540602,medium
41,16,17.0289109392245,0.024086704516392544,10.458739483211808,medium
41,32,14.046839882911215,0.01747415066465224,12.1841399109848,medium
41,40,13.999477608924026,0.014781380090033857,12.349771819980486,medium
41,64,13.344205496862024,0.009602328475281328,12.162820401587412,medium
41,80,13.31374152713361,0.007789210677791061,12.227487684422059,medium
41,96,13.309087768138845,0.006585620059577396,12.40366102500602,medium
41,108,13.297780049703242,0.005835255407451623,12.424584520610392,medium
41,128,13.284132959814974,0.004925429070271053,12.57186705401661,medium
41,160,13.272126649677213,0.003946487859670522,12.896864666081662,medium
41,256,12.85193372961736,0.0024190774568637534,13.755590303517486,medium
41,512,12.355303398467331,0.0011647652239459127,16.586172554980667,medium
41,768,12.123282367648653,0.0008572014554500929,20.824999289517898,medium
41,1024,12.037379219044178,0.0007856217387231932,26.43239944792525,medium
41,1536,10.714861985151082,0.0007231490746275576,35.735195904588394,medium
64,0,28.7527885298103,0.021836332466032275,6.245894735310884,medium
66,8,15.854733754476918,0.0264179877584511,10.809143839953286,medium
65,16,14.8275858215269,0.019812081856928333,10.672114509132546,medium
65,32,13.38361168971266,0.016996298249670316,13.596436452156068,medium
65,40,13.341917317152884,0.014374376442894583,13.496206127146822,medium
65,64,13.316338563243537,0.00925399180505025,12.760514951086304,medium
65,80,13.29210850049301,0.007518797844783549,12.678495375604276,medium
65,96,13.289835518535867,0.00634496693954015,12.722071098851575,medium
65,108,12.883458820216397,0.005656240038866053,12.68804698676233,medium
65,128,12.872420944687335,0.004779028881175544,12.75511103628863,medium
65,160,12.863159539569713,0.003834398983326731,12.991469442665803,medium
65,256,12.846139059455718,0.0023466440798432203,13.778251998964473,medium
65,512,12.353278256126076,0.0011394509446802181,16.581328377524237,medium
65,768,12.12282958153011,0.0008515416289683062,20.926713489288066,medium
65,1024,12.037147717017897,0.0007827279633946686,26.54860595555044,medium
65,1536,10.71471015972878,0.000721251256848786,35.83686409569051,medium
80,0,28.652823454345224,0.01706027195725724,6.24689194527708,medium
82,8,14.811736983059063,0.025115183307100497,11.97773844270506,medium
81,16,14.171920632025104,0.01905403514156087,11.571090192035115,medium
81,32,13.369849244863843,0.0168242676890601,14.626829906126844,medium
81,40,13.329603643474455,0.014220455521914224,14.351277330912108,medium
81,64,12.908455302822247,0.009155451049784118,13.259176491278449,medium
81,80,12.885597431146387,0.007437409477950779,13.059202435153589,medium
81,96,12.883876491593798,0.006270479102764302,13.011424198344113,medium
81,108,12.876122379111917,0.005564534525060061,12.934892190724138,medium
81,128,12.866178085386151,0.0047009931399107545,12.947907090813631,medium
81,160,12.85814524631747,0.003771720317673703,13.127071966964321,medium
81,256,12.843298220604407,0.002311133594201835,13.840218440180688,medium
81,512,12.352182374964622,0.0011257524301620432,16.601519782295945,medium
81,768,12.122569654130405,0.0008482925364719903,21.000296417877298,medium
81,1024,12.037015048395608,0.0007810696056160515,26.63013464191176,medium
81,1536,10.714624006484765,0.0007201743412986156,35.90896588446099,medium
96,0,27.467654478646836,0.014003506914654818,6.2657992853880184,medium
98,8,15.84002170001156,0.022534238520307056,12.377455567397611,medium
97,16,14.159719523315015,0.016833672678567075,11.457210232902408,medium
97,32,12.962810107189224,0.016736278468127357,15.683765048075951,medium
97,40,12.923180143946059,0.014140161777809244,15.231492685529778,medium
97,64,12.900914706784892,0.009061193599317187,13.787228822114143,medium
97,80,12.879202840484481,0.007357477094676945,13.475155681854647,medium
97,96,12.877938413863458,0.006196253131135055,13.342207508002161,medium
97,108,12.87082191016836,0.005498278663265576,13.22228688968829,medium
97,128,12.861540888270499,0.004643028175965097,13.178133774554466,medium
97,160,12.854307560361455,0.0037237492432235296,13.296652537644748,medium
97,256,12.84097751728237,0.0022821248026763884,13.925823513156512,medium
97,512,12.35121117577401,0.0011136124402793869,16.63286051192024,medium
97,768,12.122320398583417,0.0008451768421346467,21.0750886447054,medium
97,1024,12.036884182181778,0.0007794337779431833,26.711811032997854,medium
97,1536,10.714537539687024,0.0007190935063268479,35.98083176254408,medium
108,0,27.4319581830589,0.012229055209372031,6.266388520546146,medium
110,8,15.854733754476918,0.020536107284516318,12.3954617353234,medium
109,16,14.80741504812686,0.01731514370664513,12.696373784398421,medium
109,32,12.9574718382977,0.016669550106983313,16.486163309052014,medium
109,40,12.918250760608759,0.014078544486092998,15.903906124649179,medium
109,64,12.896690486273908,0.009008390842929877,14.200835695401071,medium
109,80,12.87553198631422,0.007311591417548681,13.803903970607807,medium
109,96,12.87451027052092,0.006153401339353327,13.608641231459254,medium
109,108,12.867704954756789,0.0054593167206209514,13.454825200193964,medium
109,128,12.858785298880067,0.004608583308584696,13.367701149627777,medium
109,160,12.851983712567792,0.0036947011458027335,13.439933973437487,medium
109,256,12.665465955788655,0.002275730284004953,13.999329647159072,medium
109,512,12.35056420357944,0.0011055252878472643,16.6638260915245,medium
109,768,12.122147600848372,0.0008430168704465873,21.1330910887976,medium
109,1024,12.036792987349296,0.0007782938425371584,26.77434152989026,medium
109,1536,10.714477337389313,0.0007183409776054643,36.036042622555556,medium
128,0,27.387779850182053,0.010045725401821533,6.285517924572289,medium
130,8,15.84002170001156,0.018363450547880578,12.74515270599703,medium
129,16,14.791920632025105,0.0161258326959832,13.277812580746506,medium
129,32,12.95097376763474,0.016588324223696292,17.839588165930696,medium
129,40,12.912181667303237,0.014002680819773971,17.041893459234554,medium
129,64,12.891375621081908,0.008941955028029887,14.91136686052997,medium
129,80,12.870837593728679,0.007252911510229426,14.37319004260728,medium
129,96,12.870076852248571,0.006097983610948975,14.075521722226796,medium
129,108,12.863641380036862,0.005408522036621865,13.864943201441996,medium
129,128,12.855137855737242,0.0045629902692994,13.705726268854942,medium
129,160,12.84884850256528,0.0036555110207713293,13.700059870238817,medium
129,256,12.663220987295885,0.00224766817784534,14.134394960263444,medium
129,512,12.349602539176248,0.001093504482807352,16.7259680133514,medium
129,768,12.12187596590611,0.0008396214336683153,21.231823979332873,medium
129,1024,12.036647133381997,0.0007764706679459348,26.87956385530293,medium
129,1536,10.714380183837644,0.0007171265582096047,36.12886144348713,medium
