num_a100,num_h100,num_h200,ttff_s,tbf_s,cost,num_a100_config,num_h100_config,num_h200_config
1024,128,0,43.78930929939032,0.012388402956594017,95.68766972821334,1024,128,0
1024,160,0,43.78899532758335,0.009555755602854878,84.55540092435676,1024,160,0
1024,256,0,43.78788123755407,0.005613227432713137,71.38555128998996,1024,256,0
1024,512,0,41.71255858402073,0.0027044179002236155,69.16294432999786,1024,512,0
1024,768,0,41.70919367324859,0.001811671323060739,77.48795431635615,1024,768,0
1024,1024,0,36.6026000716895,0.0019145210175285728,91.203164445618,1024,1024,0
1024,1536,0,36.093059146257445,0.0015173910879884662,115.17909207457059,1024,1536,0
1537,8,0,2649.5292967208716,0.233623596770776,1513.5856140612386,1536,8,0
1537,16,0,761.28220701643,0.09599630047693553,646.2573837626585,1536,16,0
1536,32,0,287.277490960304,0.06144845218242705,436.8560019936999,1536,32,0
1536,40,0,125.97206695007037,0.04969149896603629,363.93786351836974,1536,40,0
1536,64,0,44.20456585137638,0.03165679528644272,252.7519739423736,1536,64,0
1536,80,0,44.20452189557526,0.026462961836414688,222.40909396994613,1536,80,0
1536,96,0,43.783060674019914,0.017059006130084486,156.69760037523142,1536,96,0
1536,108,0,43.783020049111066,0.014935385399071965,143.60565344364693,1536,108,0
1536,128,0,43.7829148051538,0.012308471778637581,127.5552832052621,1536,128,0
1536,160,0,43.7827830278753,0.009478101856504198,110.48920505859168,1536,160,0
1536,256,0,43.78232230446356,0.005543740769081808,89.05625294990074,1536,256,0
1536,512,0,41.708189131135434,0.002649799739157421,80.381058394908,1536,512,0
1536,768,0,41.70647859681178,0.0017777328676005515,87.00124303863414,1536,768,0
1536,1024,0,36.59973099217018,0.00187865752353708,99.97728151668122,1536,1024,0
1536,1536,0,36.09144922286044,0.0014972670455258652,123.2354819183463,1536,1536,0
2049,8,0,2647.8848110707504,0.23350409075595696,2007.075528512435,2048,8,0
2049,16,0,759.4947832735977,0.09586611687088842,852.2937142550044,2048,16,0
2048,32,0,286.83325544838965,0.061416261203302826,571.5935942450021,2048,32,0
2048,40,0,125.5297949805539,0.049659450272593074,474.1256595776255,2048,40,0
2048,64,0,44.202047641467935,0.03162531766258718,325.2789476720839,2048,64,0
2048,80,0,44.20202644516717,0.026431768706313585,284.08692561902,2048,80,0
2048,96,0,43.78003264371198,0.01702115575123532,198.60346692530422,2048,96,0
2048,108,0,43.780012189261996,0.014897787150958585,181.0731723560075,2048,108,0
2048,128,0,43.779950051440494,0.012271412357221274,159.53208314957234,2048,128,0
2048,160,0,43.77987598945533,0.00944176387625458,136.54603798063067,2048,160,0
2048,256,0,43.779627230062154,0.0055100523390641774,106.87738990963663,2048,256,0
2048,512,0,41.70591353384053,0.002621354772971133,91.79664888432742,2048,512,0
2048,768,0,41.70487906871467,0.0017577387663866117,96.65456245931234,2048,768,0
2048,1024,0,36.59806270469362,0.0018578039300800608,108.96429747162139,2048,1024,0
2048,1536,0,36.09038933107283,0.0014840183981807604,131.42824719855327,2048,1536,0
0,0,8,7472.941224720153,0.5843378197631628,75.70624881848677,0,0,8
0,0,16,2026.6661164595848,0.18781240127622523,49.264582273153096,0,0,16
0,0,32,578.3643189725162,0.08246848422769401,44.20175489834683,0,0,32
0,0,40,320.07103500000903,0.06366620872654143,43.14110853000042,0,0,40
0,0,64,46.043062261488586,0.03763671438849651,42.19390697056725,0,0,64
0,0,80,45.872331640075416,0.029338987772781263,42.05025975966037,0,0,80
0,0,96,45.758511225799964,0.023907058628255026,42.06083628413431,0,0,96
